Bid, Ask, Last
0.04618594,0.0462,0.0462
0.04619999,0.0462,0.0462
0.04618594,0.04619999,0.04619999
0.04619999,0.0462,0.04619999
0.04618594,0.04619999,0.04618594
0.0461,0.04619999,0.0461
0.04605,0.04605001,0.04605001
0.04602702,0.04619998,0.04619998
0.04604,0.04619998,0.04619998
0.04605001,0.04619998,0.04619998
0.04604001,0.04619998,0.04619998
0.04619999,0.04624767,0.0462
0.04624898,0.04625,0.04624898
0.04624898,0.04624999,0.04624898
0.04624898,0.04625,0.04624898
0.0462,0.04625,0.0462
0.0462,0.04624904,0.04624904
0.0462655,0.04627,0.0462655
0.04620001,0.04626997,0.04626997
0.0462,0.04620001,0.04620001
0.04620001,0.04626997,0.04620001
0.04620002,0.04626997,0.04620002
0.04620002,0.04626997,0.04626997
0.04620002,0.04627,0.04620002
0.04620003,0.04627,0.04627
0.04620002,0.04626997,0.04620002
0.04620002,0.04620003,0.04620003
0.04620001,0.04620002,0.04620002
0.04620001,0.04620002,0.04620002
0.04609,0.04620002,0.0462
0.04609477,0.04620001,0.04620001
0.04607,0.04609477,0.04609477
0.04609001,0.04620001,0.04620001
0.04610973,0.04620001,0.04620001
0.04610973,0.04617973,0.04620001
0.04610973,0.04617973,0.04617973
0.04610973,0.04617973,0.04610973
0.04610973,0.0462,0.04617973
0.04610973,0.04619999,0.04620001
0.04607871,0.04619999,0.04619999
0.04605008,0.04610973,0.04610973
0.04612,0.0461999,0.04612
0.04612,0.04619998,0.04612
0.04606656,0.04610973,0.04606656
0.04607,0.04610973,0.04610973
0.04606656,0.0461,0.04605007
0.04606656,0.04607,0.04607
0.04606656,0.04607,0.04606656
0.04606592,0.04606999,0.04606592
0.04606592,0.0461,0.0461
0.04605007,0.04609999,0.04609999
0.04605007,0.04610966,0.04610966
0.04606592,0.04610966,0.04610966
0.04605001,0.04610966,0.04610966
0.04601197,0.04602702,0.04601197
0.04599085,0.046,0.046
0.04598841,0.046,0.046
0.04601197,0.04610966,0.04610966
0.04601,0.04601197,0.04601197
0.04601,0.04610964,0.04610964
0.04601,0.04610964,0.04601
0.0460199,0.04610964,0.04601
0.0460199,0.04610961,0.04610963
0.0460199,0.04610961,0.04610961
0.04606591,0.04610961,0.04610961
0.0460199,0.04610959,0.04610961
0.0460199,0.046109,0.04610952
0.0460199,0.046109,0.046109
0.0460199,0.04610896,0.04610896
0.04601,0.0460199,0.04601
0.04601991,0.04610961,0.04610959
0.04601991,0.04610961,0.04610961
0.04601991,0.0461096,0.0461096
0.04601991,0.0461096,0.0461096
0.04601993,0.0461096,0.0461096
0.0460199,0.04601991,0.04601991
0.0460199,0.04601991,0.04601991
0.04601,0.04601991,0.04601
0.04601,0.0461,0.04601
0.04601,0.0461,0.0461
0.04598842,0.046,0.046
0.04601991,0.0461,0.0461
0.04602002,0.04610959,0.04610959
0.04601991,0.04610959,0.04610959
0.04597001,0.04598842,0.04596901
0.04610959,0.0461096,0.0461096
0.046,0.0461,0.04610959
0.04600001,0.0461,0.04600001
0.04605,0.04610961,0.04610961
0.04610001,0.04610961,0.04610961
0.046,0.04609979,0.0461
0.046,0.04615001,0.04615001
0.04598501,0.046,0.046
0.046,0.04615,0.046
0.046,0.04613827,0.04613827
0.046,0.04615001,0.046
0.04598501,0.04615001,0.04629298
0.04629298,0.046293,0.04629298
0.04598501,0.04613827,0.04598501
0.045999,0.0463,0.0463
0.04598501,0.04629999,0.04598501
0.045995,0.04627462,0.04627462
0.045995,0.04627461,0.04598501
0.0461225,0.04625,0.0461225
0.04598501,0.045995,0.045995
0.04601799,0.0461225,0.045995
0.046,0.04601799,0.04601799
0.0461225,0.04624999,0.0461225
0.0461225,0.046135,0.0461225
0.046135,0.04624999,0.046135
0.046135,0.04624999,0.046135
0.046139,0.04624998,0.0461894
0.046135,0.04624995,0.046135
0.046135,0.0462499,0.046135
0.046135,0.0462499,0.0462499
0.046135,0.046139,0.046139
0.04603,0.0462499,0.0462499
0.04603,0.04624,0.04603
0.04603,0.04623999,0.04623999
0.04603,0.04613899,0.04613899
0.046135,0.04613898,0.046135
0.046135,0.04613898,0.046135
0.04613898,0.046139,0.04613898
0.046033,0.04613899,0.04613899
0.046139,0.04615,0.046139
0.046139,0.046239,0.046139
0.046139,0.04624987,0.046139
0.046033,0.0460339,0.0460339
0.04612644,0.046139,0.04612524
0.04603389,0.04608599,0.04603389
0.04605994,0.04608599,0.04608599
0.046033,0.04608599,0.04608599
0.04603,0.04608599,0.04603
0.045985,0.04608599,0.045985
0.045985,0.04608599,0.045985
0.045985,0.04608599,0.045985
0.045985,0.04603,0.045985
0.045985,0.04603,0.04603
0.04606,0.04608598,0.04605949
0.04603,0.04606,0.04606
0.046045,0.04608598,0.046045
0.046045,0.04608598,0.046045
0.046035,0.04605,0.04605
0.04603,0.046035,0.046035
0.0459851,0.046035,0.046035
0.04598302,0.0459851,0.0459851
0.045986,0.04605,0.045986
0.045986,0.04604999,0.045986
0.045986,0.04604999,0.04604999
0.045986,0.04604998,0.045986
0.045986,0.04604998,0.045986
0.045986,0.04604998,0.045986
0.045986,0.046,0.046
0.046,0.04604998,0.04604998
0.04604998,0.04604999,0.04604998
0.04604998,0.04604999,0.04604998
0.04604998,0.04604999,0.04604998
0.04604998,0.04604999,0.04604998
0.04604998,0.04604999,0.04604998
0.04604998,0.04604999,0.04604998
0.046,0.04604999,0.046
0.046,0.04604999,0.04604999
0.045986,0.046,0.046
0.045986,0.04604999,0.04604999
0.046,0.04604999,0.04604999
0.04600004,0.04604999,0.04604999
0.04600005,0.04604999,0.04600003
0.04600007,0.04604999,0.04600007
0.04600005,0.04600006,0.04600006
0.04604998,0.04604999,0.04604998
0.04604998,0.04604999,0.04604998
0.04604998,0.04604999,0.04604999
0.04604998,0.04604999,0.04604998
0.04604999,0.046139,0.046139
0.046139,0.0462291,0.0462291
0.045998,0.046,0.046
0.045998,0.046,0.045998
0.045986,0.046,0.046
0.045986,0.046,0.046
0.045986,0.046,0.046
0.04599059,0.046,0.046
0.04599059,0.046,0.046
0.0459861,0.046,0.04599058
0.04598601,0.046139,0.046
0.04598603,0.04599059,0.04598601
0.045986,0.04598601,0.04598601
0.04598322,0.04598601,0.04598601
0.04598322,0.0461,0.045993
0.04598322,0.04624,0.04598322
0.04624496,0.04624999,0.04624
0.04598322,0.04611411,0.04624999
0.04598323,0.04621122,0.04598323
0.04598322,0.04621122,0.04621122
0.045985,0.04622,0.04621122
0.04621122,0.04622,0.04621122
0.04621122,0.04622,0.04621122
0.04621122,0.04622,0.04621122
0.04621122,0.04621999,0.04621122
0.04621122,0.04621998,0.04621122
0.04621122,0.04621998,0.04621122
0.04621998,0.04622,0.04621998
0.04621122,0.04622,0.04622
0.04621122,0.04622,0.04621122
0.04621122,0.04622,0.04622
0.04621123,0.04622,0.04622
0.04621122,0.04621123,0.04621122
0.04621122,0.04622,0.04621122
0.04621122,0.04621123,0.04621122
0.04621122,0.04622,0.04622
0.04621122,0.04622,0.04621122
0.04621123,0.04622,0.04622
0.04621123,0.04622,0.04622
0.04621123,0.04622,0.04622
0.04621123,0.04622,0.04621123
0.046212,0.04622,0.04622
0.046212,0.04622,0.04622
0.046212,0.04622,0.046212
0.04621123,0.04622,0.04621123
0.04621123,0.04622,0.04621123
0.04621122,0.04621123,0.04621122
0.04621122,0.04621123,0.04621122
0.04621122,0.04621649,0.04621122
0.0461939,0.04621999,0.0461939
0.04610945,0.04617367,0.04617367
0.0461,0.04617367,0.0461
0.04602198,0.04617367,0.04602198
0.0461,0.04622,0.04622
0.046148,0.04622,0.04622
0.046148,0.04622,0.046148
0.04614801,0.04622,0.04622
0.0462,0.04622,0.0462
0.046223,0.04623145,0.046223
0.0462,0.04623145,0.0462
0.04620001,0.04623143,0.04623143
0.04620001,0.04620784,0.046223
0.04620001,0.04623143,0.04620001
0.046223,0.04627363,0.046223
0.04622301,0.04628255,0.04622301
0.04627363,0.04628254,0.04627363
0.04628254,0.04628255,0.04628254
0.04628255,0.0463,0.04628255
0.04628255,0.04628255,0.04628255
0.046223,0.04628255,0.046223
0.046223,0.04628255,0.046223
0.046223,0.0462825,0.046223
0.04622306,0.04628255,0.046223
0.04622306,0.04627363,0.04622306
0.046223,0.04628254,0.046223
0.04620001,0.04622306,0.04620001
0.04620001,0.04622307,0.04620001
0.046223,0.04622307,0.046223
0.04622307,0.04623,0.04623
0.04622307,0.04622965,0.04622307
0.0462231,0.04624,0.04622307
0.04622307,0.04624,0.04624
0.04622301,0.04624,0.04624
0.04622301,0.04624,0.04622301
0.046223,0.04623999,0.046223
0.04622301,0.04623998,0.04622301
0.04622301,0.04623998,0.04622301
0.04620005,0.04622301,0.04620005
0.04620001,0.04620005,0.04620001
0.04620001,0.04620005,0.04613027
0.04613027,0.04620005,0.04613027
0.04613028,0.04623999,0.04613028
0.04613028,0.04623999,0.04613028
0.04613029,0.0462399,0.04613029
0.04613029,0.0462399,0.04613029
0.04613028,0.04613029,0.04613028
0.04620001,0.0462399,0.0462399
0.04620001,0.04625,0.04625
0.04613028,0.04617646,0.04613028
0.0463,0.04630094,0.0463
0.04613029,0.04630094,0.04613029
0.04613028,0.04613029,0.04613029
0.04630094,0.04630146,0.04630094
0.04613029,0.04630146,0.04630146
0.04613029,0.04630145,0.04613029
0.04613029,0.0463,0.04613029
0.04615,0.0462,0.04622305
0.04613029,0.0462,0.0462
0.04613029,0.0461303,0.04615
0.04615,0.0462,0.04615
0.04613029,0.0462,0.04629999
0.04613028,0.0462,0.04613028
0.04613028,0.04630146,0.04613028
0.04613028,0.04630146,0.04630146
0.0461305,0.04630145,0.0461305
0.0461305,0.04629499,0.04630145
0.04613027,0.04629399,0.04613027
0.04630145,0.04630146,0.04630145
0.046294,0.04630146,0.046294
0.046294,0.04630145,0.046294
0.04614,0.046294,0.046294
0.04616,0.046294,0.04614
0.0462,0.046294,0.046294
0.0462,0.04629399,0.0462
0.04614003,0.0462,0.04614001
0.04614,0.04629399,0.04629399
0.04612,0.04617,0.04612
0.04614001,0.04629398,0.04614001
0.04612,0.04622,0.04612
0.04612001,0.04622,0.04612001
0.04612,0.04622,0.04612
0.04612001,0.04622,0.04612001
0.04612001,0.04622,0.04612002
0.04612002,0.04622,0.04622
0.04622,0.04629999,0.04622
0.04622,0.04629999,0.04622
0.04622,0.04629999,0.04622
0.04612002,0.04630144,0.04626612
0.04622,0.04630144,0.04630144
0.04622,0.04622001,0.04622001
0.04612002,0.04622,0.04612002
0.04612002,0.04621999,0.04612002
0.04612002,0.04615,0.04622
0.04613,0.04615,0.04613
0.0461499,0.04615,0.0461499
0.04615,0.04622,0.04615
0.04617,0.04622,0.04617
0.04617,0.04622,0.04617
0.04622,0.04622001,0.04622001
0.04622,0.04622001,0.04622001
0.04622,0.04622001,0.04622001
0.04622,0.04622001,0.04622001
0.04617,0.04622,0.04622
0.04618317,0.04622,0.0463
0.04622001,0.0463,0.04622
0.04622001,0.0463,0.04622001
0.0463,0.04630145,0.0463
0.04629317,0.04630143,0.04629317
0.04622002,0.046301,0.04622002
0.04622002,0.046301,0.046301
0.046301,0.04630143,0.046301
0.046301,0.04630142,0.046301
0.046301,0.04630141,0.04630141
0.046301,0.04630142,0.046301
0.046301,0.04630142,0.04630142
0.04630101,0.04630143,0.046301
0.04630143,0.04630601,0.04630143
0.04630602,0.04630748,0.04630748
0.04630748,0.04637499,0.04630748
0.04630758,0.04637499,0.04637499
0.046375,0.04637504,0.046375
0.046375,0.04637501,0.046375
0.046375,0.04637504,0.046375
0.046375,0.04637633,0.046375
0.04637501,0.04637642,0.04637501
0.04641,0.04643889,0.04643888
0.0463808,0.04641,0.0463808
0.0463808,0.04639464,0.04640999
0.046375,0.04643889,0.046375
0.0463882,0.04643892,0.0463882
0.0464101,0.04643888,0.0464101
0.0463882,0.04643889,0.0463882
0.0463882,0.04643888,0.0463882
0.0463882,0.04644002,0.0463882
0.0463882,0.04644002,0.0463882
0.04638821,0.04643887,0.04638821
0.04617,0.04638819,0.04638819
0.0461701,0.04637799,0.04637799
0.0461702,0.04636799,0.04636799
0.04619858,0.04636797,0.04619858
0.04619858,0.04636795,0.04636795
0.04619858,0.04636795,0.04636795
0.04619858,0.04635938,0.04635938
0.04619859,0.04636789,0.04619859
0.04619859,0.04635945,0.04635946
0.04619859,0.04635942,0.04619859
0.04619859,0.04635938,0.04619859
0.04619859,0.04635934,0.04619859
0.04619863,0.04644497,0.046445
0.04619863,0.04642586,0.04642586
0.04619865,0.04642583,0.04642583
0.0461986,0.0464258,0.0461986
0.0461986,0.04637499,0.0461986
0.04619862,0.04637496,0.04619862
0.0461986,0.04619862,0.04619862
0.0461986,0.04619862,0.0461986
0.04619862,0.04637,0.04619862
0.04619862,0.04637,0.04637
0.04619862,0.04637,0.04619862
0.0462,0.04637,0.04637
0.04627,0.04636999,0.04627
0.04627,0.04636999,0.04636999
0.04636998,0.04636999,0.04636998
0.04636999,0.04637,0.04636999
0.04637,0.04637495,0.04637
0.04636999,0.04637,0.04636999
0.04636999,0.04645,0.04636999
0.04636999,0.04637,0.04637
0.0463701,0.04643233,0.04637001
0.04637,0.04645493,0.04637
0.04637,0.04637284,0.04637
0.04636999,0.04637,0.04636999
0.0464,0.04643583,0.0464
0.04640001,0.04643583,0.04640001
0.04640001,0.04643583,0.04640001
0.04643583,0.04645101,0.04643583
0.04643583,0.04644483,0.04644483
0.04644483,0.04645101,0.04644483
0.04644483,0.046445,0.04645101
0.0464501,0.04646423,0.0464501
0.04643583,0.046445,0.04643583
0.04644628,0.0464501,0.0464501
0.04644647,0.0464501,0.04644647
0.0464381,0.04644647,0.046438
0.046438,0.0464501,0.046438
0.0464501,0.04649999,0.0464501
0.046438,0.04643801,0.04643801
0.0464501,0.04649499,0.04649499
0.0464501,0.04645901,0.04649891
0.0464501,0.04646742,0.0464501
0.0464501,0.04646743,0.0464501
0.0464501,0.04646743,0.0464501
0.0464381,0.0464501,0.046438
0.046438,0.04646743,0.04646743
0.046438,0.046439,0.046438
0.04630002,0.04649774,0.04649774
0.04630003,0.0464501,0.04630003
0.046431,0.04649999,0.046431
0.046431,0.0464501,0.046431
0.046431,0.04645009,0.04645009
0.04631646,0.0464501,0.0464501
0.046321,0.046432,0.046432
0.046321,0.0464501,0.04645011
0.04632101,0.0464501,0.04632101
0.0464501,0.04649998,0.04632101
0.04632101,0.04649997,0.04649998
0.04633,0.046409,0.04633
0.04632101,0.04633,0.04633
0.04632101,0.04640899,0.04632101
0.04633,0.04640899,0.04640899
0.04633001,0.0464,0.04633
0.04633001,0.0464,0.04633001
0.04633001,0.0464,0.0464
0.04633001,0.0464,0.0464
0.04633002,0.04639999,0.04633001
0.04634,0.04639999,0.04633002
0.04634,0.04639999,0.04639999
0.04639998,0.04639999,0.04634
0.04634,0.04639999,0.04634
0.04634,0.04639999,0.04639999
0.04634,0.04639998,0.04634
0.04634001,0.04639999,0.04634001
0.046341,0.04639999,0.046341
0.04635,0.04639999,0.0464
0.04636,0.04639999,0.04639999
0.0464089,0.04649998,0.0464089
0.04639999,0.04645,0.04639999
0.0464,0.04645,0.04645
0.04639999,0.04645,0.04639999
0.04644996,0.04644999,0.04644996
0.04644999,0.04645,0.04644999
0.04644996,0.04644999,0.04644996
0.04644996,0.04644999,0.04644996
0.04644996,0.04644999,0.04644996
0.04644996,0.04645,0.04645
0.04644996,0.04644999,0.04644996
0.04644999,0.04645,0.04645
0.04635001,0.04645,0.04635001
0.04635001,0.04645,0.04645
0.04641967,0.04644999,0.04635001
0.04644996,0.04644999,0.04644996
0.04644996,0.04644999,0.04644999
0.04644996,0.04644999,0.04644999
0.04644999,0.04645,0.04644999
0.04644999,0.04645,0.04645
0.04644999,0.04645,0.04645
0.04635001,0.04645,0.04635001
0.04644999,0.0465,0.04644999
0.04644999,0.0465,0.04644999
0.04644999,0.04649999,0.04644999
0.04645,0.04649999,0.04645
0.04636328,0.04644999,0.04644999
0.04635373,0.04649999,0.04649999
0.04645,0.04649999,0.04645
0.04635,0.04644999,0.04644999
0.0463501,0.04644999,0.04635
0.0463501,0.04644,0.04644999
0.0463501,0.04644997,0.0463501
0.04644,0.04644499,0.04644
0.0463501,0.04644,0.0463501
0.04644,0.04644499,0.04644
0.04644,0.04644499,0.04644499
0.04644,0.04644499,0.04644
0.04644499,0.04644997,0.04644997
0.04644,0.04644499,0.04644997
0.04644499,0.04644999,0.04644499
0.04644,0.0464999,0.04644
0.04644,0.04644997,0.04644997
0.04635,0.04644,0.04644
0.04635,0.04644,0.04644
0.04644,0.04649989,0.04644
0.04644,0.0464499,0.0464499
0.0464499,0.0465,0.0465
0.0464499,0.04649999,0.0464499
0.0464499,0.0465,0.0464499
0.0464499,0.04646813,0.04646813
0.04640984,0.04643794,0.0464499
0.04640984,0.04643794,0.04643794
0.04638685,0.04641,0.04641991
0.04635002,0.04640999,0.04640999
0.04635001,0.04635002,0.04635002
0.04635001,0.04640999,0.04640999
0.0463501,0.04640999,0.0463501
0.04635001,0.0463501,0.04635001
0.0463501,0.04640999,0.04640999
0.04635001,0.04640999,0.04635001
0.04635001,0.04649794,0.04635001
0.04635001,0.04649793,0.04649793
0.04635001,0.04649794,0.04649793
0.046351,0.04649,0.04649
0.04639363,0.04648899,0.04648899
0.046351,0.04648898,0.04648898
0.04639363,0.04639977,0.04648897
0.04641,0.04648899,0.04640999
0.04641,0.04648899,0.04641
0.04641,0.04648899,0.04641
0.04648899,0.046489,0.04648899
0.046411,0.04648899,0.046411
0.046411,0.04648899,0.046411
0.046411,0.04648899,0.04648899
0.046412,0.04648899,0.04641101
0.046412,0.04648899,0.046412
0.046412,0.04648899,0.04648899
0.046412,0.04648899,0.046412
0.046412,0.04648899,0.04648899
0.04648899,0.046489,0.04648899
0.046413,0.04649794,0.04649794
0.046413,0.04649793,0.046413
0.04641301,0.04649792,0.04649792
0.046412,0.04649357,0.046413
0.046412,0.04648899,0.04648899
0.04648899,0.04649791,0.04648899
0.04648899,0.04649791,0.04649791
0.046413,0.04649793,0.046413
0.04649793,0.04658814,0.04649793
0.04642081,0.04656484,0.04642081
0.046412,0.04642081,0.046412
0.04641211,0.04658782,0.04658782
0.04641211,0.04658771,0.04641211
0.04643,0.0465876,0.0465876
0.04649793,0.04658749,0.04658749
0.0464201,0.04649793,0.04642
0.04649794,0.0465873,0.04649794
0.04649794,0.04658721,0.04649794
0.04649794,0.04658707,0.04649794
0.04642,0.04658697,0.04642
0.046412,0.04641998,0.046412
0.04641201,0.04657678,0.04649794
0.04641202,0.04641455,0.04641455
0.04644492,0.04655999,0.04655999
0.04641201,0.04655991,0.04641201
0.04647673,0.04655708,0.04655709
0.04641201,0.04647668,0.04647668
0.04639793,0.0464,0.04647668
0.04639794,0.04641,0.04641
0.04639794,0.04658705,0.046587
0.0464,0.04654999,0.04654999
0.04639794,0.04655701,0.04655701
0.04635002,0.04639794,0.04635002
0.0464,0.04654997,0.04654997
0.04635,0.04655689,0.04635
0.04635,0.04641,0.04635
0.04635,0.04655674,0.04655674
0.04634,0.04655664,0.04634
0.04634,0.04655653,0.04634
0.04634,0.04660184,0.04654999
0.04634,0.04654993,0.04654993
0.04634,0.04654989,0.04654989
0.04634,0.04654981,0.04654982
0.04639793,0.04654972,0.04654972
0.04639803,0.0464,0.04654962
0.04640001,0.04644962,0.04644962
0.04634,0.04639999,0.04634
0.046321,0.046323,0.046323
0.046321,0.046323,0.046323
0.04631646,0.046323,0.04631646
0.04631646,0.04654927,0.04654928
0.04631646,0.0465492,0.0465492
0.04654398,0.04654399,0.0463
0.04640001,0.04653894,0.04653896
0.0463,0.04640001,0.04640001
0.0463,0.04651575,0.0463
0.04640001,0.04651567,0.04651567
0.04641,0.04651098,0.04641
0.04641,0.04651565,0.04651099
0.04641,0.04650099,0.04650099
0.04641,0.04648413,0.04648413
0.04641,0.04649999,0.04641
0.04641,0.046491,0.046491
0.04641,0.04649499,0.04641
0.04649499,0.04649999,0.04649499
0.0463,0.04640698,0.04649998
0.04649998,0.04649999,0.0463
0.04640698,0.04649998,0.04649998
0.04640698,0.04649998,0.04649998
0.0463,0.04649998,0.04649998
0.0463,0.04641,0.0463
0.0463,0.04647567,0.0463
0.0463,0.04649997,0.0463
0.04630001,0.046495,0.04649995
0.04630001,0.046495,0.046495
0.04630001,0.04649499,0.046495
0.04630001,0.04648997,0.04648998
0.0463,0.046485,0.046485
0.0463,0.04659328,0.04659328
0.0463,0.04651328,0.04651328
0.04630001,0.046583,0.04630001
